Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Other Federal Reg. Exemption,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
28509-7581,1,"Polestar Automotive USA, Inc.",5-Day,,,APR-2024,LPSED3KA8NL, ,,Polestar,2, ,2022.0, ,08dcc4b7a6914b0,21000.0, ,Consumer,Pilot Assist, , ,,Y, ,,Y, ,, ,Y,,, ,Y,No,,No,ADAS,, ,Y, , , , , , ,,2024-01-01, ,JAN-2024,02:00, ,2940c5740fea644,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Long Beach, ,CA ,,Y,Highway / Freeway,Unknown,Unknown,,Y,Dark - Unknown Lighting, , , , , , ,Y, ,,Other Fixed Object,Minor,Yes,,,, , , , , , , , , , , ,Proceeding Straight,Yes,Unknown,Unknown,71.0, ,Y,Y,Y, , , , , , , , ,Y, , ,Y, , , , ,Unknown,,Y,No,,Y,,Y,,Y,"Unknown, see Narrative", ,The driver of the Polestar 2 was on Northbound left lane of [XXX] near [XXX] traveling at about 71 mph. EDR data shows Pilot Assist was on. EDR data shows driver steering input to the left toward the barrier. Because of the driver steering input Pilot Assist did not intervene as the driver is in control. The driver and vehicle strike the barrier and there is brake request after the impact.,
1422-7580,1,"Volvo Car USA, LLC",5-Day,,,APR-2024,YV1H60EP1R1, ,,Volvo,V60, ,2024.0, ,8352dc940c75478,2650.0, ,Consumer,Pilot Assist, , ,,Y, ,,Y, ,, ,Y,,, ,Y,No,,No,"Unknown, see Narrative",, ,Y, , , , , , ,,2024-02-01, ,MAR-2024,17:10, ,22bf46fcda641a6,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Menlo Park, ,CA ,,Y,Intersection,Dry,No Unusual Conditions,35.0, ,Daylight,Y, , , , , , , ,,Passenger Car,Minor,Yes,Proceeding Straight,Yes,Yes, , ,Y, , , , , , , , ,Proceeding Straight,Yes,Yes,Yes,35.0, , , ,Y, , , , , , , , ,Y, , ,Y, , , , ,No,, ,No,, ,, ,, ,"Unknown, see Narrative", ,"Customer Statement: ""I crossed [XXX], there is a median that ends halfway into the intersection. The entire time I was doing one under the speed limit or the speed limit. I was in the left-hand lane going east. The Volvo was in pilot assist mode or at least I was under the impression that it was in pilot mode and I was briefly, looking at the central infotainment screen with one eye, while the other eye was on the road when the car passed that median on the left side of the vehicle instead of following the road to the right, the car veered to the left or kept going straight depending on your perspective by the time that I realized which was pretty much instantly that the car was not acting properly, I wrestled the steering wheel to the right, but it was not in time to prevent the vehicle from striking a oncoming car. This oncoming car was the Mazda, which I struck with the front left corner of the Volvo hit the Mazda front left corner which bounced the Volvo into the other opposing traffic vehicle, a Honda, which was in the right lane, causing minor damage to the Honda. At this point the vehicle came to arrest in front of the sidewalk . Note that the road was clear it was sunny, and the road markings were highly visible. The driver of the Mazda was injured mildly from his airbag. The driver of the Honda was injured, and myself was also uninjured.""
Volvo Car Review:  We are unable to determine if Pilot Assist was engaged. ACC was on and engaged. Volvo Car review of the incident: The lane markings disappeared due to the intersection at the same time the road bends. The driver failed to monitor the Pilot Assist through the intersection and provide the correct directional input to the vehicle. The driver failed to maintain the correct lane and crossed into oncoming traffic and stuck the vehicle driving westbound. Pilot Assist might deactivate automatically and resumes without prior notice. This is not a collision avoidance system. The driver is always responsible and must intervene if the system fails to interpret how the lanes go due to lack of road line markings. Pilot Assist is not to be used in intersections. Statement from the Customer: I was briefly, looking at the central infotainment screen The driver was distracted just before the accident and wasnt actively monitoring the road conditions or the Pilot Assist system that always requires driver attention and hands on steering wheel.",
13781-7571,1,"Tesla, Inc.",5-Day,,,APR-2024,5YJ3E1ECXPF, ,,Tesla,Model 3, ,2023.0, ,6cc3562de413c6a,22647.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-04-01, ,APR-2024,07:01, ,e5a2ddfac7db0c2,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,Unknown,35.0, ,Dark - Lighted,Y, , , , , , , ,,"Other, see Narrative",Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Proceeding Straight,Yes,Unknown,Unknown,16.0, , , ,Y, , ,Y, , ,Y,Y, ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-7569,1,"Tesla, Inc.",5-Day,,,APR-2024,5YJYGDEF3MF, ,,Tesla,Model Y, ,2021.0, ,c2d7ccebec4f39d,53462.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-04-01, ,APR-2024,21:13, ,a70c2e817fef563,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Pasadena, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,30.0, ,Daylight,Y, , , , , , , ,,Passenger Car,Unknown,Yes,Proceeding Straight,Yes,Unknown, , ,Y, , ,Y, , ,Y, , ,"Other, see Narrative",Unknown,Yes,Unknown,5.0, ,Y, , ,Y, , ,Y, , , , , , ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-7568,1,"Tesla, Inc.",5-Day,,,APR-2024,5YJ3E1EB6MF, ,,Tesla,Model 3, ,2021.0, ,3ac41b1f37472b8,50847.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-04-01, ,APR-2024,12:04, ,a74041371c428c8,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Diego, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65.0, ,Dark - Lighted, , ,Y, , , , , ,,Passenger Car,Unknown,Yes,"Other, see Narrative",Unknown,Unknown, , ,Y, , ,Y, , ,Y, , ,Proceeding Straight,Yes,Unknown,Unknown,69.0, ,Y, , ,Y, , , , , , , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-7565,1,"Tesla, Inc.",5-Day,,,APR-2024,7SAYGAEE2RF, ,,Tesla,Model Y, ,2024.0, ,365177cc3ed828c,485.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-04-01, ,APR-2024,05:41, ,d2f7b36421fccad,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Jose, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65.0, ,Dark - Not Lighted,Y, , , , , , , ,,Pickup Truck,Unknown,Yes,"Other, see Narrative",Unknown,Unknown,Y,Y, ,Y, , , , , , , ,"Other, see Narrative",Yes,Unknown,Unknown,58.0, , , ,Y, , ,Y, , ,Y, , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
29990-7563,1,"Rivian Automotive, LLC",1-Day,,,APR-2024,7FCTGBAA1PN, ,,Rivian,R1T, ,2023.0, ,ff15eafe5d5a8b3,4834.0, ,Consumer,,Y, ,,Y, ,,Y, ,,Y, ,,, ,Y,No,,No,"Unknown, see Narrative",, , ,Y, , , , , ,,2024-04-01, ,APR-2024,15:41, ,4e08d2188ef1675,,Y,,Y,,Y,Del Mar, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,Unknown,65.0, ,Daylight,Y, , , , , , , ,,Unknown,Unknown,Yes,Merging,Unknown,Unknown, , , , , , , , , , ,Y,Proceeding Straight,Yes,Unknown,Yes,57.0, , , , , , , , , , , ,Y, , ,Y, , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,Yes, ,"While the Rivian was in Highway Assist, a slower moving vehicle moved into the Rivians lane. The Rivian system detected the vehicle in front of it and activated Automatic Emergency Braking.  The Rivian driver also made an evasive maneuver, but an impact occurred.",
13781-7535,2,"Tesla, Inc.",10-Day Update,,,APR-2024,5YJYGDEF4LF, ,,Tesla,Model Y, ,2020.0, ,fb0af0915c2163a,62073.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,"Unknown, see Narrative",, , , ,Y, , , , ,,2024-04-01, ,APR-2024,7:00, ,9395d3bd516b7c3,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Truckee, ,CA ,,Y,Highway / Freeway,Dry,No Unusual Conditions,70.0, ,Daylight,Y, , , , , , , ,,Other Fixed Object,Serious,Yes,,,, , , , , , , , , , , ,"Other, see Narrative",Yes,Unknown,Unknown,102.0, , ,Y,Y, ,Y,Y, ,Y,Y,Y, ,Y, ,Y, ,Y,Y, , ,Yes,CHP Truckee Area, ,Unknown,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-7535,1,"Tesla, Inc.",1-Day,,,APR-2024,5YJYGDEF4LF, ,,Tesla,Model Y, ,2020.0, ,fb0af0915c2163a,62073.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,"Unknown, see Narrative",, , , ,Y, , , , ,,2024-04-01, ,APR-2024,7:00, ,9395d3bd516b7c3,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Truckee, ,CA ,,Y,Highway / Freeway,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Other Fixed Object,Serious,Yes,,,, , , , , , , , , , , ,Unknown,Unknown,Unknown,Unknown,,Y, , , , , , , , , , ,Y, , , , , , , ,Y,Yes,CHP Truckee Area, ,Unknown,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-7477,1,"Tesla, Inc.",5-Day,,,APR-2024,5YJ3E1EC6PF, ,,Tesla,Model 3, ,2023.0, ,264c232d347783e,17330.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-04-01, ,APR-2024,06:09, ,5d73a6d45dc478a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,South Pasadena, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Proceeding Straight,Yes,Unknown,Unknown,36.0, , , , , , , , , , , ,Y,Y, ,Y, , ,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-7454,1,"Tesla, Inc.",5-Day,,,APR-2024,7SAYGDEE4PA, ,,Tesla,Model Y, ,2023.0, ,62134a297ac7a5f,3773.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-03-01, ,APR-2024,20:05, ,fb2c80a503c061d,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Garden Grove, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight, , ,Y, , , , , ,,Passenger Car,Unknown,Yes,Parked,Unknown,Unknown,Y, , ,Y, , ,Y, , , , ,Proceeding Straight,Yes,Unknown,Unknown,24.0, , , ,Y, , ,Y, , ,Y, , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-7453,1,"Tesla, Inc.",5-Day,,,APR-2024,7SAYGDEF9NF, ,,Tesla,Model Y, ,2022.0, ,03949faa27f5353,13856.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-03-01, ,APR-2024,18:00, ,0a8ab61db2d081b,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Vista, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,"Other, see Narrative",40.0, ,Daylight, , ,Y, , , , , ,,Passenger Car,Unknown,Yes,Traveling Wrong Way,Yes,Unknown, , ,Y, , ,Y, , ,Y, , ,Proceeding Straight,Yes,Unknown,Unknown,32.0, , , ,Y, , ,Y, , ,Y, , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-7436,1,"Tesla, Inc.",5-Day,,,APR-2024,7SAYGDEE7NF, ,,Tesla,Model Y, ,2022.0, ,819cc906b174164,19749.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-03-01, ,APR-2024,07:40, ,1235b37f6974e7b,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Buena Park, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Wet,No Unusual Conditions,65.0, ,Dark - Not Lighted, , ,Y, ,Y, , , ,,Other Fixed Object,Unknown,Yes,,,, , , , , , , , , , , ,Proceeding Straight,Yes,Unknown,Unknown,,Y, , ,Y, , ,Y, , ,Y, , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-7433,1,"Tesla, Inc.",5-Day,,,APR-2024,5YJ3E1EA7PF, ,,Tesla,Model 3, ,2023.0, ,7961aab79ef7c02,15436.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-03-01, ,APR-2024,09:02, ,a1fc8115251eb90,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,35.0, ,Dark - Lighted,Y, , , , , , , ,,"Other, see Narrative",Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Lane / Road Departure,Yes,Unknown,Unknown,73.0, , , ,Y, , ,Y,Y,Y,Y,Y, ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-7409,1,"Tesla, Inc.",5-Day,,,MAR-2024,5YJ3E1EA8PF, ,,Tesla,Model 3, ,2023.0, ,7d0795abe124e24,16187.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-03-01, ,MAR-2024,01:05, ,cc02aef098e5b01,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Belmont, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Wet,No Unusual Conditions,65.0, ,Daylight, , ,Y, ,Y, , , ,,Other Fixed Object,Unknown,Yes,,,, , , , , , , , , , , ,Proceeding Straight,Yes,Unknown,Unknown,,Y,Y,Y,Y, , ,Y, , , ,Y, ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-7407,1,"Tesla, Inc.",5-Day,,,MAR-2024,5YJ3E1EB8LF, ,,Tesla,Model 3, ,2020.0, ,c1dfec7fcb50c83,53190.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-03-01, ,MAR-2024,11:30, ,f064c116d4f4a08,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Stockton, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,Traffic Incident,65.0, ,Dark - Lighted,Y, , , , , , , ,,Pickup Truck,Unknown,Yes,"Other, see Narrative",Unknown,Unknown, ,Y,Y, , ,Y, , , , , ,Proceeding Straight,Yes,Unknown,Unknown,58.0, , ,Y,Y, , ,Y, , , , , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-7406,1,"Tesla, Inc.",5-Day,,,MAR-2024,7SAYGDEE3PA, ,,Tesla,Model Y, ,2023.0, ,eae68a31d16e749,18976.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-03-01, ,MAR-2024,18:39, ,b12d8f4f3c7e908,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Riverside, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Wet,No Unusual Conditions,65.0, ,Daylight, , ,Y, ,Y, , , ,,Other Fixed Object,Unknown,Yes,,,, , , , , , , , , , , ,Proceeding Straight,Yes,Unknown,Unknown,,Y, , ,Y, , ,Y, , ,Y, , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
