Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Other Federal Reg. Exemption,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?,Approx_Latitude,Approx_Longitude
30270-7423,1,Waymo LLC,5-Day,,,APR-2024,SADHW2S10M1, ,,Jaguar,I-Pace, ,2021.0, ,54438cbdb57334f,30030.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 8, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-03-01, ,MAR-2024,01:33, ,00f3a9cace075f7,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Wet,No Unusual Conditions,25.0, ,Dark - Lighted, , , , ,Y, , , ,,SUV,No Injuries Reported,Yes,Crossing into Opposing Lane,No,No, , , , , , , , ,Y, , ,Stopped,No,Yes,No Passengers in Vehicle,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2024 at 1:33 AM PT, a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving an SUV on [XXX] at [XXX]. 
The Waymo AV was stopped at a stop sign on [XXX] and yielding to a pickup truck that was in the intersection making a left turn from [XXX] onto [XXX] when the front right corner of the SUV, which was traveling behind the Waymo AV, made contact with the rear left corner of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-7380,1,Waymo LLC,5-Day,,,MAR-2024,SADHW2S17R1, ,,Jaguar,I-Pace, ,2024.0, ,8728edfe6c7deed,3344.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 8, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-03-01, ,MAR-2024,07:38, ,3ef8a06dc504e92,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight, , ,Y, , , , , ,,Passenger Car,Minor,Yes,Proceeding Straight,No,Yes, , ,Y, , ,Y, , ,Y, , ,Proceeding Straight,No,Yes,No Passengers in Vehicle,22.0, ,Y, , ,Y, , ,Y, , , , , , ,Y, ,Y,Y, , ,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,Yes, ,"On March [XXX], 2024 at 7:18 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was traveling west on [XXX] after having stopped at the stop sign at [XXX] and was approaching the intersection with [XXX] when a passenger car approached from behind the Waymo AV, ran the stop sign at [XXX], and made contact with the rear of the Waymo AV. The front of the passenger car made continuous contact with the rear of the Waymo AV while both vehicles were still in motion for a short period of time before the passenger car slowed down and separated from the AV. The Waymo AV proceeded through the intersection with [XXX] and came to a stop on [XXX] west of the intersection with [XXX]. The passenger car then accelerated and the front right corner of the passenger car made contact with the rear left corner of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30531-7368,1,Transdev Alternative Services,Monthly,2.0,2024.0,MAR-2024,SADHW2S17M1, ,,Jaguar,I-Pace, ,2021.0, ,abe8cab2679e248,100854.0, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,5th Generation, , ,Version 8, , ,Waymo LLC, , ,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-03-01, ,MAR-2024,1:03, ,0f177736731c7b2,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Wet,No Unusual Conditions,30.0, ,Dark - Lighted, , ,Y, , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Stopped,No,No,Yes,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On February [XXX], 2024 at 1:03 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] at [XXX].
The Waymo AV was stopped in traffic for a red light on [XXX] southbound when a passenger car approached from behind and made contact with the rear of the Waymo AV.  At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position).  Both vehicles sustained damage and the passenger car left the scene.
Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01.  This is a duplicate of Report ID 30270-7310-1.",,37.7792588,-122.4193286
30270-7315,1,Waymo LLC,Monthly,2.0,2024.0,MAR-2024,SADHW2S17M1, ,,Jaguar,I-Pace, ,2021.0, ,e99629229709aa3,892177.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 8, , ,, ,Y,,, ,Y,Yes (specify below),"CA PUC, CA DMV",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-02-01, ,FEB-2024,13:23, ,9256227b26b1d3e,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,Heavy Truck,No Injuries Reported,Yes,Parking Maneuver,No,No,Y, , , , , , , , , , ,Stopped,No,No,No Passengers in Vehicle,0.0, , , , , , , , , ,Y, , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On February [XXX], 2024 at 1:23 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a heavy truck on [XXX] at [XXX]. 
The Waymo AV was departing a parking space on the right side of [XXX] when a heavy truck came to a stop in the rightmost traffic lane in front of the Waymo AV. The Waymo AV came to a stop partially out of the parking space to yield to the stopped truck and await a gap in passing traffic in the center lane to merge and pass the stopped truck. While the Waymo was stopped, the truck reversed towards the parking space that the Waymo was still partially occupying and the rear left corner of the truck made contact with the right side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01.",,37.7792588,-122.4193286
30270-7310,1,Waymo LLC,Monthly,2.0,2024.0,MAR-2024,SADHW2S17M1, ,,Jaguar,I-Pace, ,2021.0, ,abe8cab2679e248,100854.0, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,5th Generation, , ,Version 8, , ,Transdev Alternative Services, , ,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-02-01, ,FEB-2024,1:03, ,7cc5701d8d54ecb,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Wet,No Unusual Conditions,30.0, ,Dark - Lighted, , ,Y, , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Stopped,No,No,Yes,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On February [XXX], 2024 at 1:03 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] at [XXX].
The Waymo AV was stopped in traffic for a red light on [XXX] southbound when a passenger car approached from behind and made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). Both vehicles sustained damage and the passenger car left the scene.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01.",,37.7792588,-122.4193286
30270-7308,1,Waymo LLC,Monthly,2.0,2024.0,MAR-2024,SADHW2S14M1, ,,Jaguar,I-Pace, ,2021.0, ,92a927b3f78eb22,61023.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 8, , ,, ,Y,,, ,Y,Yes (specify below),"CA PUC, CA DMV",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-02-01, ,FEB-2024,22:01, ,b25e800c82afada,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Wet,No Unusual Conditions,25.0, ,Dark - Lighted, , , , ,Y, , , ,,Other Fixed Object,No Injuries Reported,Yes,,,, , , , , , , , , , , ,Proceeding Straight,No,No,No Passengers in Vehicle,8.0, , , , , , , , ,Y, , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On February [XXX], 2024 at 10:01 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a gate at [XXX] and [XXX].
The Waymo AV was traveling south on [XXX] when it approached an automatic gate as it had started to close. The right side of the Waymo AV made contact with the door of the gate. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01.",,34.0536909,-118.242766
30610-7293,1,"Zoox, Inc.",Monthly,2.0,2024.0,MAR-2024,5TDDGRFHXKS, ,,Toyota,Highlander, ,2019.0, ,c8c8e2008bc71a8,52867.0, ,In-Vehicle (Commercial / Test),230.24.02.22, , ,230.24.02.22, , ,230.24.02.22, , ,, ,Y,,, ,Y,Yes (specify below),CA DMV AVT Permit,Yes,ADS,Zoox, , , , ,Y,Y, , ,,2024-02-01, ,FEB-2024,11:00, ,55bb803a6b7193a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,Bus,No Injuries Reported,Yes,Making Right Turn,No,No, , ,Y, , , , , , , , ,Proceeding Straight,No,No,Yes,1.0, , , ,Y, , , , , , , , , , ,Y, ,Y, , , ,No,, ,No,, ,, ,, ,Yes, ,"A Zoox vehicle (Vehicle 1) in autonomy, traveling northeast on [XXX], was stopped in lane for a red traffic light at [XXX]. A SamTrans bus (Vehicle 2), with a front-mounted triple-bike rack extending past the width of the bus on the driver's side, was traveling southeast on [XXX] and attempting a right turn onto [XXX]. The protruding edge of the bike rack was encroaching into the Zoox vehicle's travel lane as the bus was executing the right hand turn. As the light turned green the Zoox vehicle inched forward and attempted to steer away from the bus. Just as the safety operator disengaged from autonomy, the protruding edge of the bike rack made contact with the driver's side fender on the Zoox vehicle. There were no reported injuries and the police were not called.",,37.7792588,-122.4193286
30610-7292,1,"Zoox, Inc.",Monthly,2.0,2024.0,MAR-2024,5TDDGRFH8KS, ,,Toyota,Highlander, ,2019.0, ,980061bcc82fcbc,35228.0, ,In-Vehicle (Commercial / Test),209.24.02.22, , ,209.24.02.22, , ,209.24.02.22, , ,, ,Y,,, ,Y,Yes (specify below),CA DMV AVT Permit,Yes,ADS,Zoox, , , , ,Y,Y, , ,,2024-02-01, ,FEB-2024,13:52, ,89ceac0c6db3833,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Making Right Turn,No,No, , ,Y, , ,Y, , ,Y, , ,Making Right Turn,No,No,Yes,0.0, ,Y, , ,Y, , ,Y, , , , , , ,Y, ,Y, , , ,No,, ,Yes,, ,, ,, ,Yes, ,"A Zoox vehicle (Vehicle 1) in autonomy was traveling southwest on [XXX] and turning right onto [XXX] on a green traffic signal. While executing the turn, the Zoox vehicle braked to achieve a minimal risk condition due to an unexpected system fault, the safety operator disengaged, and then was rear ended by a passenger car (Vehicle 2) that was also turning directly behind the Zoox vehicle. The rear bumper cover and rear radar unit on the Zoox vehicle sustained damage. The hood, front grille and front bumper cover on the passenger car appeared to have sustained damage. There were no reported injuries and police were not called.",,37.7792588,-122.4193286
30270-7306,1,Waymo LLC,5-Day,,,MAR-2024,SADHW2S13M1, ,,Jaguar,I-Pace, ,2021.0, ,d03d2b0c17de739,64007.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 8, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-03-01, ,MAR-2024,04:35, ,10f72ba4931873e,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,"Other, see Narrative",No,No, , , , , , , ,Y, , , ,Proceeding Straight,No,Yes,No Passengers in Vehicle,14.0, , , ,Y, , ,Y, , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2024 at 4:35 AM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was traveling southeast in the rightmost lane of a four-lane, one-way section of [XXX] when it came to a stop at a red traffic light at [XXX]. When the light turned green, the Waymo AV proceeded into the intersection. As the Waymo AV was crossing the intersection, a passenger car traveling in the second lane from the left initiated a right turn onto southwest-bound [XXX] in front of the Waymo AV. The passengers side of the passenger car made contact with the front drivers side of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage, and the passenger car left the scene.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-7190,2,Waymo LLC,10-Day Update,,,FEB-2024,SADHW2S13M1, ,,Jaguar,I-Pace, ,2021.0, ,0f48fa1f53d41b1,80882.0, ,,5th Generation, , ,5th Generation, , ,Version 8, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-02-01, ,FEB-2024,13:35, ,9efe939f0ad5856,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25.0, ,Daylight, , ,Y, , , , , ,,Motorcycle,No Injuries Reported,Yes,Proceeding Straight,Not Applicable,No, , ,Y, , , , , , , , ,Proceeding Straight,No,No,Yes,1.0, , , , , , , ,Y, , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"The content of this report is unchanged from the initial report submitted on February 20, 2024 [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]
On February [XXX], 2024 at 1:35 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a motorcyclist on [XXX] at [XXX].
The Waymo AV was traveling northbound on [XXX] and was stopped at a red traffic light at [XXX], with a motorcyclist stopped behind the Waymo AV. When the light turned green, the Waymo AV proceeded into the intersection with the motorcyclist traveling close behind. In the intersection, the Waymo AV braked, and the motorcyclist then made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage, and the motorcyclist left the scene.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vulnerable road user was involved. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-7190,1,Waymo LLC,1-Day,,,FEB-2024,SADHW2S13M1, ,,Jaguar,I-Pace, ,2021.0, ,0f48fa1f53d41b1,80882.0, ,,5th Generation, , ,5th Generation, , ,Version 8, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-02-01, ,FEB-2024,13:35, ,9efe939f0ad5856,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25.0, ,Daylight, , ,Y, , , , , ,,Motorcycle,No Injuries Reported,Yes,Proceeding Straight,Not Applicable,No, , ,Y, , , , , , , , ,Proceeding Straight,No,No,Yes,1.0, , , , , , , ,Y, , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On February [XXX], 2024 at 1:35 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a motorcyclist on [XXX] at [XXX].
The Waymo AV was traveling northbound on [XXX] and was stopped at a red traffic light at [XXX], with a motorcyclist stopped behind the Waymo AV. When the light turned green, the Waymo AV proceeded into the intersection with the motorcyclist traveling close behind. In the intersection, the Waymo AV braked, and the motorcyclist then made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage, and the motorcyclist left the scene.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vulnerable road user was involved. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-7075,2,Waymo LLC,10-Day Update,,,FEB-2024,SADHW2S15M1, ,,Jaguar,I-Pace, ,2021.0, ,85fbc85393c7d1d,86181.0, ,,5th Generation, , ,5th Generation, , ,Version 8, , ,, ,Y,,, ,Y,Yes (specify below),"DMV, CPUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-02-01, ,FEB-2024,14:34, ,35b627077003d07,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,Non-Motorist: Cyclist,Minor,Yes,Making Left Turn,,, , , , , , , , , , , ,Proceeding Straight,No,No,Yes,11.0, , , , , , , , , ,Y, , , , ,Y, ,Y,Y, , ,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,Yes, ,"The Waymo AVs listed mph has been updated, and this narrative has been updated to reflect additional information obtained since the initial report was submitted on February 7, 2024 [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. 
On February [XXX], 2024 at 2:34 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a bicyclist on [XXX] at [XXX].
The Waymo AV was traveling westbound on [XXX] and came to a stop at a 4-way stop sign intersection at [XXX]. When it was the Waymo AVs turn at the intersection, the Waymo AV entered the intersection to proceed straight. At this point, a delivery truck traveling eastbound on [XXX] was already in the middle of the intersection (the delivery truck arrived at its stop sign first and proceeded into the intersection before the Waymo AV). As the Waymo AV passed the rear of the delivery truck, an occluded bicyclist who was traveling behind the delivery truck became visible and was making a sharp left turn onto northbound [XXX], in front of the Waymo AVs path. The cyclist had entered the 4-way stop intersection without stopping or yielding. The Waymo AV detected the bicyclist, applied heavy braking, but was unable to avoid contact with the bicyclist before coming to a full stop. 
At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained minor body damage, and the bicyclist reported minor injuries and damage to their bicycle. The Waymo AV remained stopped in the intersection for approximately one minute, and after the path was clear, resumed driving for a short period of time. The Waymo AV was then returned to the scene by one of Waymos roadside assistance specialists. The Waymo AV did not require towing and was returned to the depot in manual mode.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vulnerable road user was involved. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-7162,1,Waymo LLC,Monthly,1.0,2024.0,FEB-2024,SADHW2S10M1, ,,Jaguar,I-Pace, ,2021.0, ,2c2f75d23c37307,75591.0, ,,5th Generation, , ,5th Generation, , ,Version 8, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-01-01, ,JAN-2024,00:41, ,4433538a5ab5fe9,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Wet,No Unusual Conditions,25.0, ,Dark - Lighted, , , , ,Y, , , ,,Passenger Car,No Injuries Reported,Yes,Making Left Turn,No,No, , , , , , ,Y, , , , ,Stopped,No,No,No Passengers in Vehicle,0.0, , , , , , , , , ,Y, , , , ,Y, ,Y,Y, , ,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,Yes, ,"On January [XXX], 2024 at 12:41 AM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving two passenger vehicles in the intersection of [XXX] at [XXX] and [XXX]. 
The Waymo AV was stopped on eastbound [XXX] at a red traffic light with vehicles behind it, preparing to make an unprotected left turn onto eastbound [XXX]. When the light turned green, the Waymo AV proceeded into the intersection on [XXX], then stopped to yield to approaching vehicles. A black passenger vehicle two vehicles behind the Waymo AV then overtook both the Waymo AV and the vehicle behind the Waymo AV, and made contact with the front passenger side corner of a white passenger vehicle turning left in the opposite direction (onto westbound [XXX]). The Waymo AV then moved slightly forward, then came to a stop as the white passenger vehicle then moved backward from the collision with the black passenger vehicle. The rear passenger side corner of the white passenger vehicle made contact with the front passenger side of the Waymo AV. The black passenger vehicle left the scene. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. The Waymo AV did not sustain damage, but the other two passenger vehicles sustained damage. 
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
